problem1b
Your initial point x0 is not between bounds lb and ub; FMINCON
shifted x0 to strictly satisfy the bounds.

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  122     605    9.810619e-01    3.676e-05    7.100e-03    3.693e-04
  123     611    9.809950e-01    3.688e-05    7.187e-03    4.576e-04
  124     616    9.809419e-01    3.689e-05    7.169e-03    3.702e-04
  125     622    9.808747e-01    3.685e-05    7.255e-03    4.595e-04
  126     627    9.808214e-01    3.686e-05    7.236e-03    3.712e-04
  127     633    9.807540e-01    3.682e-05    7.323e-03    4.612e-04
  128     638    9.807006e-01    3.683e-05    7.304e-03    3.721e-04
  129     644    9.806329e-01    3.680e-05    7.389e-03    4.629e-04
  130     649    9.805793e-01    3.680e-05    7.370e-03    3.730e-04
  131     655    9.805114e-01    3.677e-05    7.455e-03    4.646e-04
  132     660    9.804577e-01    3.678e-05    7.435e-03    3.739e-04
  133     666    9.803895e-01    3.674e-05    7.520e-03    4.663e-04
  134     671    9.803356e-01    3.675e-05    7.500e-03    3.748e-04
  135     677    9.802672e-01    3.687e-05    7.585e-03    4.679e-04
  136     682    9.802132e-01    3.687e-05    7.564e-03    3.757e-04
  137     688    9.801445e-01    3.684e-05    7.648e-03    4.697e-04
  138     693    9.800903e-01    3.685e-05    7.627e-03    3.765e-04
  139     699    9.800214e-01    3.681e-05    7.711e-03    4.714e-04
  140     704    9.799671e-01    3.682e-05    7.689e-03    3.774e-04
  141     710    9.798979e-01    3.679e-05    7.772e-03    4.731e-04
  142     715    9.798434e-01    3.679e-05    7.750e-03    3.782e-04
  143     721    9.797740e-01    3.676e-05    7.833e-03    4.748e-04
  144     726    9.797194e-01    3.677e-05    7.810e-03    3.791e-04
  145     732    9.796498e-01    3.674e-05    7.893e-03    4.765e-04
  146     737    9.795950e-01    3.674e-05    7.870e-03    3.799e-04
  147     743    9.795252e-01    3.671e-05    7.952e-03    4.782e-04
  148     748    9.794703e-01    3.672e-05    7.929e-03    3.807e-04
  149     754    9.794002e-01    3.683e-05    8.010e-03    4.797e-04
  150     759    9.793452e-01    3.684e-05    7.987e-03    3.815e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  151     765    9.792748e-01    3.681e-05    8.068e-03    4.815e-04
  152     770    9.792197e-01    3.681e-05    8.043e-03    3.823e-04
  153     776    9.791491e-01    3.678e-05    8.124e-03    4.832e-04
  154     781    9.790938e-01    3.679e-05    8.100e-03    3.831e-04
  155     787    9.790230e-01    3.676e-05    8.180e-03    4.849e-04
  156     792    9.789676e-01    3.676e-05    8.155e-03    3.839e-04
  157     798    9.788966e-01    3.673e-05    8.234e-03    4.865e-04
  158     803    9.788410e-01    3.674e-05    8.209e-03    3.846e-04
  159     809    9.787698e-01    3.671e-05    8.288e-03    4.882e-04
  160     814    9.787141e-01    3.671e-05    8.262e-03    3.853e-04
  161     820    9.786427e-01    3.668e-05    8.341e-03    4.899e-04
  162     825    9.785869e-01    3.669e-05    8.315e-03    3.860e-04
  163     831    9.785152e-01    3.681e-05    8.393e-03    4.913e-04
  164     836    9.784593e-01    3.681e-05    8.366e-03    3.867e-04
  165     842    9.783874e-01    3.678e-05    8.444e-03    4.932e-04
  166     847    9.783314e-01    3.679e-05    8.417e-03    3.874e-04
  167     853    9.782593e-01    3.676e-05    8.494e-03    4.948e-04
  168     858    9.782031e-01    3.676e-05    8.467e-03    3.881e-04
  169     864    9.781308e-01    3.674e-05    8.544e-03    4.964e-04
  170     869    9.780746e-01    3.674e-05    8.516e-03    3.887e-04
  171     875    9.780020e-01    3.671e-05    8.592e-03    4.981e-04
  172     880    9.779457e-01    3.672e-05    8.564e-03    3.894e-04
  173     886    9.778729e-01    3.669e-05    8.639e-03    4.997e-04
  174     891    9.778165e-01    3.669e-05    8.611e-03    3.901e-04
  175     897    9.777435e-01    3.666e-05    8.686e-03    5.013e-04
  176     902    9.776869e-01    3.667e-05    8.657e-03    3.907e-04
  177     908    9.776138e-01    3.679e-05    8.731e-03    5.028e-04
  178     913    9.775571e-01    3.679e-05    8.702e-03    3.914e-04
  179     919    9.774837e-01    3.676e-05    8.776e-03    5.045e-04
  180     924    9.774270e-01    3.677e-05    8.746e-03    3.920e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  181     930    9.773534e-01    3.674e-05    8.820e-03    5.061e-04
  182     935    9.772966e-01    3.675e-05    8.790e-03    3.926e-04
  183     941    9.772228e-01    3.672e-05    8.862e-03    5.077e-04
  184     946    9.771658e-01    3.672e-05    8.845e-03    3.932e-04
  185     952    9.770918e-01    3.669e-05    8.932e-03    5.093e-04
  186     957    9.770348e-01    3.670e-05    8.998e-03    3.938e-04
  187     963    9.769606e-01    3.667e-05    9.085e-03    5.109e-04
  188     968    9.769036e-01    3.667e-05    9.151e-03    3.944e-04
  189     974    9.768292e-01    3.665e-05    9.240e-03    5.125e-04
  190     979    9.767720e-01    3.665e-05    9.306e-03    3.949e-04
  191     985    9.766974e-01    3.662e-05    9.395e-03    5.141e-04
  192     990    9.766402e-01    3.663e-05    9.461e-03    3.955e-04
  193     996    9.765654e-01    3.675e-05    9.551e-03    5.155e-04
  194    1001    9.765081e-01    3.675e-05    9.618e-03    3.960e-04
  195    1007    9.764331e-01    3.673e-05    9.708e-03    5.172e-04
  196    1012    9.763757e-01    3.673e-05    9.776e-03    3.966e-04
  197    1018    9.763006e-01    3.670e-05    9.867e-03    5.187e-04
  198    1023    9.762431e-01    3.671e-05    9.935e-03    3.971e-04
  199    1029    9.761678e-01    3.668e-05    1.007e-02    5.203e-04
  200    1034    9.761103e-01    3.668e-05    1.015e-02    3.976e-04
  201    1040    9.760347e-01    3.666e-05    1.029e-02    5.218e-04
  202    1045    9.759772e-01    3.666e-05    1.037e-02    3.980e-04
  203    1051    9.759014e-01    3.664e-05    1.052e-02    5.234e-04
  204    1056    9.758438e-01    3.664e-05    1.060e-02    3.985e-04
  205    1062    9.757679e-01    3.661e-05    1.074e-02    5.249e-04
  206    1067    9.757102e-01    3.662e-05    1.082e-02    3.989e-04
  207    1073    9.756342e-01    3.674e-05    1.097e-02    5.263e-04
  208    1078    9.755764e-01    3.674e-05    1.105e-02    3.994e-04
  209    1084    9.755002e-01    3.672e-05    1.119e-02    5.279e-04
  210    1089    9.754424e-01    3.672e-05    1.127e-02    3.999e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  211    1095    9.753660e-01    3.669e-05    1.142e-02    5.294e-04
  212    1100    9.753081e-01    3.670e-05    1.150e-02    4.003e-04
  213    1106    9.752315e-01    3.667e-05    1.164e-02    5.309e-04
  214    1111    9.751737e-01    3.667e-05    1.172e-02    4.007e-04
  215    1117    9.750969e-01    3.665e-05    1.187e-02    5.324e-04
  216    1122    9.750390e-01    3.665e-05    1.195e-02    4.010e-04
  217    1128    9.749621e-01    3.662e-05    1.209e-02    5.339e-04
  218    1133    9.749041e-01    3.663e-05    1.218e-02    4.014e-04
  219    1139    9.748270e-01    3.660e-05    1.232e-02    5.354e-04
  220    1144    9.747690e-01    3.660e-05    1.240e-02    4.018e-04
  221    1150    9.746918e-01    3.673e-05    1.255e-02    5.367e-04
  222    1155    9.746338e-01    3.673e-05    1.263e-02    4.021e-04
  223    1161    9.745564e-01    3.671e-05    1.278e-02    5.383e-04
  224    1166    9.744983e-01    3.671e-05    1.286e-02    4.025e-04
  225    1172    9.744207e-01    3.668e-05    1.300e-02    5.398e-04
  226    1177    9.743627e-01    3.669e-05    1.308e-02    4.028e-04
  227    1183    9.742850e-01    3.666e-05    1.323e-02    5.412e-04
  228    1188    9.742269e-01    3.666e-05    1.331e-02    4.031e-04
  229    1194    9.741490e-01    3.664e-05    1.346e-02    5.427e-04
  230    1199    9.740909e-01    3.664e-05    1.354e-02    4.034e-04
  231    1205    9.740129e-01    3.661e-05    1.369e-02    5.441e-04
  232    1210    9.739548e-01    3.662e-05    1.377e-02    4.036e-04
  233    1216    9.738766e-01    3.659e-05    1.392e-02    5.455e-04
  234    1221    9.738185e-01    3.659e-05    1.400e-02    4.039e-04
  235    1227    9.737401e-01    3.657e-05    1.414e-02    5.469e-04
  236    1232    9.736820e-01    3.657e-05    1.423e-02    4.041e-04
  237    1238    9.736036e-01    3.670e-05    1.437e-02    5.482e-04
  238    1243    9.735454e-01    3.670e-05    1.446e-02    4.044e-04
  239    1249    9.734668e-01    3.667e-05    1.460e-02    5.498e-04
  240    1254    9.734087e-01    3.668e-05    1.469e-02    4.046e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  241    1260    9.733299e-01    3.665e-05    1.483e-02    5.512e-04
  242    1265    9.732718e-01    3.665e-05    1.492e-02    4.048e-04
  243    1271    9.731929e-01    3.663e-05    1.506e-02    5.525e-04
  244    1276    9.731348e-01    3.663e-05    1.515e-02    4.050e-04
  245    1282    9.730558e-01    3.661e-05    1.529e-02    5.539e-04
  246    1287    9.729977e-01    3.661e-05    1.538e-02    4.052e-04
  247    1293    9.729185e-01    3.658e-05    1.552e-02    5.553e-04
  248    1298    9.728604e-01    3.658e-05    1.561e-02    4.053e-04
  249    1304    9.727811e-01    3.656e-05    1.575e-02    5.566e-04
  250    1309    9.727231e-01    3.656e-05    1.584e-02    4.054e-04
  251    1315    9.726436e-01    3.654e-05    1.598e-02    5.580e-04
  252    1320    9.725856e-01    3.654e-05    1.607e-02    4.056e-04
  253    1326    9.725060e-01    3.666e-05    1.622e-02    5.592e-04
  254    1330    9.723900e-01    3.669e-05    1.638e-02    8.115e-04
  255    1337    9.723102e-01    3.667e-05    1.653e-02    5.613e-04
  256    1341    9.721942e-01    3.670e-05    1.669e-02    8.121e-04
  257    1348    9.721143e-01    3.668e-05    1.684e-02    5.633e-04
  258    1352    9.719984e-01    3.671e-05    1.701e-02    8.124e-04
  259    1359    9.719183e-01    3.668e-05    1.716e-02    5.653e-04
  260    1363    9.718025e-01    3.671e-05    1.732e-02    8.127e-04
  261    1370    9.717223e-01    3.669e-05    1.747e-02    5.672e-04
  262    1374    9.716066e-01    3.672e-05    1.764e-02    8.128e-04
  263    1381    9.715262e-01    3.670e-05    1.779e-02    5.692e-04
  264    1385    9.714106e-01    3.673e-05    1.795e-02    8.129e-04
  265    1392    9.713300e-01    3.686e-05    1.810e-02    5.709e-04
  266    1396    9.712145e-01    3.688e-05    1.827e-02    8.131e-04
  267    1403    9.711338e-01    3.686e-05    1.842e-02    5.730e-04
  268    1407    9.710185e-01    3.689e-05    1.858e-02    8.131e-04
  269    1414    9.709376e-01    3.687e-05    1.874e-02    5.748e-04
  270    1418    9.708224e-01    3.689e-05    1.890e-02    8.129e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  271    1425    9.707415e-01    3.687e-05    1.905e-02    5.767e-04
  272    1429    9.706264e-01    3.690e-05    1.922e-02    8.127e-04
  273    1436    9.705453e-01    3.687e-05    1.937e-02    5.785e-04
  274    1440    9.704305e-01    3.690e-05    1.953e-02    8.125e-04
  275    1447    9.703492e-01    3.703e-05    1.969e-02    5.802e-04
  276    1451    9.702345e-01    3.706e-05    1.985e-02    8.124e-04
  277    1458    9.701532e-01    3.703e-05    2.000e-02    5.821e-04
  278    1462    9.700387e-01    3.706e-05    2.017e-02    8.121e-04
  279    1469    9.699572e-01    3.704e-05    2.032e-02    5.839e-04
  280    1473    9.698429e-01    3.706e-05    2.049e-02    8.116e-04
  281    1480    9.697613e-01    3.704e-05    2.064e-02    5.856e-04
  282    1484    9.696472e-01    3.706e-05    2.080e-02    8.111e-04
  283    1491    9.695655e-01    3.704e-05    2.096e-02    5.873e-04
  284    1495    9.694517e-01    3.707e-05    2.112e-02    8.106e-04
  285    1502    9.693699e-01    3.704e-05    2.128e-02    5.891e-04
  286    1506    9.692563e-01    3.707e-05    2.144e-02    8.100e-04
  287    1513    9.691744e-01    3.720e-05    2.159e-02    5.906e-04
  288    1517    9.690610e-01    3.722e-05    2.176e-02    8.096e-04
  289    1524    9.689790e-01    3.720e-05    2.191e-02    5.924e-04
  290    1528    9.688659e-01    3.722e-05    2.208e-02    8.089e-04
  291    1535    9.687837e-01    3.720e-05    2.223e-02    5.940e-04
  292    1539    9.686709e-01    3.722e-05    2.240e-02    8.082e-04
  293    1546    9.685887e-01    3.720e-05    2.255e-02    5.957e-04
  294    1550    9.684762e-01    3.722e-05    2.272e-02    8.074e-04
  295    1557    9.683939e-01    3.720e-05    2.287e-02    5.973e-04
  296    1560    9.682816e-01    3.722e-05    2.304e-02    8.065e-04
  297    1567    9.681992e-01    3.720e-05    2.319e-02    5.988e-04
  298    1570    9.680873e-01    3.722e-05    2.336e-02    8.056e-04
  299    1577    9.680049e-01    3.735e-05    2.351e-02    6.003e-04
  300    1581    9.678932e-01    3.737e-05    2.368e-02    8.050e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  301    1588    9.678106e-01    3.735e-05    2.383e-02    6.019e-04
  302    1591    9.676993e-01    3.737e-05    2.400e-02    8.040e-04
  303    1598    9.676167e-01    3.735e-05    2.415e-02    6.034e-04
  304    1601    9.675057e-01    3.736e-05    2.432e-02    8.029e-04
  305    1608    9.674230e-01    3.734e-05    2.447e-02    6.049e-04
  306    1611    9.673123e-01    3.736e-05    2.464e-02    8.018e-04
  307    1618    9.672296e-01    3.734e-05    2.479e-02    6.064e-04
  308    1621    9.671192e-01    3.736e-05    2.496e-02    8.007e-04
  309    1628    9.670365e-01    3.733e-05    2.511e-02    6.078e-04
  310    1631    9.669265e-01    3.735e-05    2.528e-02    7.995e-04
  311    1638    9.668437e-01    3.733e-05    2.543e-02    6.093e-04
  312    1641    9.667340e-01    3.735e-05    2.560e-02    7.983e-04
  313    1648    9.666512e-01    3.748e-05    2.575e-02    6.105e-04
  314    1652    9.665418e-01    3.750e-05    2.592e-02    7.974e-04
  315    1659    9.664589e-01    3.747e-05    2.607e-02    6.121e-04
  316    1662    9.663500e-01    3.749e-05    2.624e-02    7.961e-04
  317    1669    9.662670e-01    3.747e-05    2.639e-02    6.134e-04
  318    1672    9.661584e-01    3.748e-05    2.656e-02    7.947e-04
  319    1679    9.660755e-01    3.746e-05    2.676e-02    6.148e-04
  320    1682    9.659673e-01    3.748e-05    2.698e-02    7.934e-04
  321    1689    9.658843e-01    3.745e-05    2.720e-02    6.161e-04
  322    1692    9.657765e-01    3.747e-05    2.741e-02    7.919e-04
  323    1699    9.656935e-01    3.745e-05    2.763e-02    6.174e-04
  324    1702    9.655860e-01    3.746e-05    2.785e-02    7.905e-04
  325    1709    9.655030e-01    3.759e-05    2.806e-02    6.185e-04
  326    1713    9.653959e-01    3.761e-05    2.828e-02    7.894e-04
  327    1720    9.653129e-01    3.759e-05    2.849e-02    6.199e-04
  328    1723    9.652062e-01    3.760e-05    2.871e-02    7.879e-04
  329    1730    9.651232e-01    3.758e-05    2.893e-02    6.212e-04
  330    1733    9.650169e-01    3.759e-05    2.914e-02    7.863e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  331    1740    9.649338e-01    3.757e-05    2.936e-02    6.224e-04
  332    1743    9.648280e-01    3.758e-05    2.958e-02    7.847e-04
  333    1750    9.647449e-01    3.755e-05    2.979e-02    6.236e-04
  334    1753    9.646395e-01    3.757e-05    3.001e-02    7.831e-04
  335    1760    9.645564e-01    3.754e-05    3.023e-02    6.247e-04
  336    1763    9.644514e-01    3.755e-05    3.044e-02    7.814e-04
  337    1770    9.643684e-01    3.753e-05    3.066e-02    6.259e-04
  338    1773    9.642638e-01    3.754e-05    3.087e-02    7.798e-04
  339    1780    9.641808e-01    3.768e-05    3.109e-02    6.269e-04
  340    1784    9.640765e-01    3.769e-05    3.130e-02    7.786e-04
  341    1791    9.639935e-01    3.766e-05    3.152e-02    6.281e-04
  342    1794    9.638897e-01    3.767e-05    3.174e-02    7.769e-04
  343    1801    9.638067e-01    3.765e-05    3.195e-02    6.292e-04
  344    1804    9.637034e-01    3.766e-05    3.217e-02    7.751e-04
  345    1811    9.636204e-01    3.764e-05    3.238e-02    6.303e-04
  346    1814    9.635175e-01    3.764e-05    3.260e-02    7.733e-04
  347    1821    9.634346e-01    3.762e-05    3.282e-02    6.314e-04
  348    1824    9.633321e-01    3.763e-05    3.303e-02    7.715e-04
  349    1831    9.632492e-01    3.761e-05    3.325e-02    6.324e-04
  350    1834    9.631472e-01    3.761e-05    3.346e-02    7.696e-04
  351    1841    9.630643e-01    3.775e-05    3.368e-02    6.333e-04
  352    1845    9.629627e-01    3.776e-05    3.389e-02    7.684e-04
  353    1852    9.628798e-01    3.773e-05    3.411e-02    6.344e-04
  354    1855    9.627786e-01    3.774e-05    3.432e-02    7.665e-04
  355    1862    9.626958e-01    3.772e-05    3.454e-02    6.354e-04
  356    1865    9.625951e-01    3.772e-05    3.475e-02    7.646e-04
  357    1872    9.625123e-01    3.770e-05    3.496e-02    6.363e-04
  358    1875    9.624121e-01    3.770e-05    3.517e-02    7.627e-04
  359    1882    9.623293e-01    3.768e-05    3.539e-02    6.373e-04
  360    1885    9.622296e-01    3.768e-05    3.560e-02    7.607e-04

                                            First-order      Norm of
 Iter F-count            f(x)  Feasibility   optimality         step
  361    1892    9.621469e-01    3.766e-05    3.582e-02    6.382e-04
  362    1895    9.620476e-01    3.767e-05    3.603e-02    7.587e-04
  363    1902    9.619649e-01    3.764e-05    3.625e-02    6.391e-04
  364    1905    9.618661e-01    3.765e-05    3.646e-02    7.568e-04
  365    1912    9.617835e-01    3.778e-05    3.668e-02    6.398e-04
  366    1916    9.616850e-01    3.779e-05    3.688e-02    7.554e-04
  367    1923    9.616025e-01    3.776e-05    3.710e-02    6.408e-04
  368    1926    9.615045e-01    3.776e-05    3.731e-02    7.535e-04
  369    1933    9.614221e-01    3.774e-05    3.753e-02    6.417e-04
  370    1936    9.613246e-01    3.774e-05    3.774e-02    7.514e-04
  371    1943    9.612422e-01    3.772e-05    3.796e-02    6.425e-04
  372    1946    9.611451e-01    3.772e-05    3.816e-02    7.494e-04
  373    1953    9.610628e-01    3.770e-05    3.838e-02    6.433e-04
  374    1956    9.609662e-01    3.770e-05    3.859e-02    7.473e-04
  375    1963    9.608840e-01    3.767e-05    3.881e-02    6.441e-04
  376    1966    9.607879e-01    3.768e-05    3.901e-02    7.453e-04
  377    1973    9.607057e-01    3.781e-05    3.923e-02    6.447e-04
  378    1977    9.606100e-01    3.781e-05    3.943e-02    7.439e-04
  379    1984    9.605279e-01    3.779e-05    3.965e-02    6.456e-04
  380    1987    9.604327e-01    3.779e-05    3.986e-02    7.419e-04
  381    1994    9.603506e-01    3.776e-05    4.008e-02    6.463e-04
  382    1997    9.602559e-01    3.776e-05    4.028e-02    7.398e-04
  383    2004    9.601739e-01    3.774e-05    4.050e-02    6.471e-04
  384    2007    9.600797e-01    3.774e-05    4.070e-02    7.376e-04
  385    2014    9.599978e-01    3.771e-05    4.092e-02    6.478e-04
  386    2017    9.599040e-01    3.771e-05    4.112e-02    7.355e-04
