car2
*********** generating gradients please wait ***********


*********************  Running fminsdp  ********************** 

Calling NLP-solver fmincon for problem with no matrix inequality constraints.

 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
   23         192    6.046125e+01     1.681e-02     5.765e-02     2.312e+00     7.153e-01  
   24         201    5.945453e+01     2.026e-02     1.176e-01     4.588e+00     6.311e-01  
   25         209    5.822176e+01     2.473e-02     1.681e-01     5.887e+00     1.730e+00  
   26         218    5.751526e+01     2.353e-02     1.176e-01     3.507e+00     1.731e+00  
   27         227    5.688853e+01     2.175e-02     1.176e-01     3.239e+00     2.154e+00  
   28         236    5.632569e+01     1.976e-02     1.176e-01     3.039e+00     2.154e+00  
   29         244    5.559467e+01     1.733e-02     1.681e-01     4.144e+00     2.206e+00  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
   30         252    5.495670e+01     1.505e-02     1.681e-01     3.842e+00     2.144e+00  
   31         260    5.438292e+01     1.300e-02     1.681e-01     3.727e+00     2.038e+00  
   32         268    5.384434e+01     1.158e-02     1.681e-01     3.841e+00     1.927e+00  
   33         277    5.346843e+01     1.096e-02     1.176e-01     2.992e+00     1.870e+00  
   34         287    5.317704e+01     1.083e-02     8.235e-02     2.577e+00     1.869e+00  
   35         298    5.294915e+01     1.076e-02     5.765e-02     2.170e+00     1.869e+00  
   36         309    5.271020e+01     1.083e-02     5.765e-02     2.372e+00     1.971e+00  
   37         320    5.247303e+01     1.090e-02     5.765e-02     2.420e+00     1.971e+00  
   38         331    5.224133e+01     1.094e-02     5.765e-02     2.421e+00     1.970e+00  
   39         342    5.201551e+01     1.095e-02     5.765e-02     2.415e+00     2.123e+00  
   40         353    5.179523e+01     1.093e-02     5.765e-02     2.412e+00     2.122e+00  
   41         364    5.158004e+01     1.089e-02     5.765e-02     2.412e+00     2.147e+00  
   42         375    5.136956e+01     1.083e-02     5.765e-02     2.417e+00     2.224e+00  
   43         386    5.116344e+01     1.077e-02     5.765e-02     2.425e+00     2.418e+00  
   44         397    5.096138e+01     1.069e-02     5.765e-02     2.435e+00     2.613e+00  
   45         408    5.076310e+01     1.060e-02     5.765e-02     2.448e+00     2.810e+00  
   46         419    5.056840e+01     1.051e-02     5.765e-02     2.463e+00     3.008e+00  
   47         430    5.037704e+01     1.041e-02     5.765e-02     2.480e+00     3.208e+00  
   48         441    5.018886e+01     1.031e-02     5.765e-02     2.498e+00     3.409e+00  
   49         452    5.000406e+01     1.018e-02     5.765e-02     2.512e+00     3.609e+00  
   50         461    4.965141e+01     1.034e-02     1.176e-01     4.905e+00     3.894e+00  
   51         470    4.934402e+01     9.822e-03     1.176e-01     4.396e+00     4.028e+00  
   52         478    4.896191e+01     9.546e-03     1.681e-01     5.624e+00     4.013e+00  
   53         485    4.851527e+01     9.495e-03     2.401e-01     6.804e+00     3.731e+00  
   54         491    4.803908e+01     9.010e-03     3.430e-01     7.532e+00     3.039e+00  
   55         496    4.759954e+01     6.803e-03     4.900e-01     7.210e+00     1.943e+00  
   56         499    4.714801e+01     2.401e-03     1.000e+00     7.656e+00     2.402e-01  
   57         501    4.714533e+01     4.697e-07     1.000e+00     4.398e-02     1.659e-01  
   58         504    4.713220e+01     1.264e-08     1.000e+00     2.191e-01     1.659e-01  
   59         507    4.706653e+01     1.586e-06     1.000e+00     1.095e+00     1.659e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
   60         511    4.683670e+01     6.958e-05     7.000e-01     3.834e+00     1.659e-01  
   61         519    4.656079e+01     1.845e-04     1.681e-01     4.602e+00     1.659e-01  
   62         532    4.632893e+01     2.599e-04     2.825e-02     3.868e+00     1.659e-01  
   63         546    4.610493e+01     3.321e-04     1.977e-02     3.737e+00     1.648e-01  
   64         560    4.588536e+01     4.028e-04     1.977e-02     3.663e+00     1.617e-01  
   65         574    4.567013e+01     4.722e-04     1.977e-02     3.590e+00     1.586e-01  
   66         588    4.545915e+01     5.401e-04     1.977e-02     3.519e+00     1.554e-01  
   67         602    4.525235e+01     6.067e-04     1.977e-02     3.450e+00     1.523e-01  
   68         616    4.504964e+01     6.720e-04     1.977e-02     3.381e+00     1.493e-01  
   69         630    4.485093e+01     7.360e-04     1.977e-02     3.315e+00     1.463e-01  
   70         644    4.465616e+01     7.988e-04     1.977e-02     3.249e+00     1.434e-01  
   71         658    4.446523e+01     8.603e-04     1.977e-02     3.185e+00     1.406e-01  
   72         672    4.427809e+01     9.206e-04     1.977e-02     3.122e+00     1.378e-01  
   73         686    4.409464e+01     9.797e-04     1.977e-02     3.060e+00     1.351e-01  
   74         700    4.391482e+01     1.038e-03     1.977e-02     3.000e+00     1.324e-01  
   75         714    4.373855e+01     1.094e-03     1.977e-02     2.940e+00     1.298e-01  
   76         728    4.356577e+01     1.150e-03     1.977e-02     2.882e+00     1.272e-01  
   77         742    4.339641e+01     1.205e-03     1.977e-02     2.825e+00     1.446e-01  
   78         756    4.323039e+01     1.258e-03     1.977e-02     2.769e+00     1.676e-01  
   79         770    4.306766e+01     1.310e-03     1.977e-02     2.715e+00     1.902e-01  
   80         784    4.290815e+01     1.362e-03     1.977e-02     2.661e+00     2.123e-01  
   81         798    4.275179e+01     1.412e-03     1.977e-02     2.608e+00     2.340e-01  
   82         812    4.259852e+01     1.462e-03     1.977e-02     2.557e+00     2.552e-01  
   83         826    4.244828e+01     1.510e-03     1.977e-02     2.506e+00     2.760e-01  
   84         840    4.230107e+01     1.554e-03     1.977e-02     2.456e+00     2.964e-01  
   85         854    4.215694e+01     1.588e-03     1.977e-02     2.404e+00     3.164e-01  
   86         868    4.201582e+01     1.613e-03     1.977e-02     2.354e+00     3.360e-01  
   87         881    4.181874e+01     1.705e-03     2.825e-02     3.288e+00     3.633e-01  
   88         894    4.162762e+01     1.758e-03     2.825e-02     3.188e+00     3.898e-01  
   89         906    4.136395e+01     1.880e-03     4.035e-02     4.398e+00     4.263e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
   90         916    4.085950e+01     2.124e-03     8.235e-02     8.415e+00     4.963e-01  
   91         926    4.040305e+01     1.036e-04     8.235e-02     7.614e+00     5.595e-01  
   92         939    4.025405e+01     5.281e-05     2.825e-02     2.485e+00     5.802e-01  
   93         954    4.018224e+01     7.323e-05     1.384e-02     1.198e+00     5.901e-01  
   94         969    4.011144e+01     9.488e-05     1.384e-02     1.181e+00     6.000e-01  
   95         984    4.004163e+01     1.177e-04     1.384e-02     1.165e+00     6.096e-01  
   96         999    3.997281e+01     1.417e-04     1.384e-02     1.148e+00     6.192e-01  
   97        1014    3.990566e+01     1.654e-04     1.384e-02     1.120e+00     6.285e-01  
   98        1029    3.984119e+01     1.868e-04     1.384e-02     1.075e+00     6.374e-01  
   99        1044    3.977925e+01     2.059e-04     1.384e-02     1.033e+00     6.460e-01  
  100        1059    3.971971e+01     2.232e-04     1.384e-02     9.934e-01     6.543e-01  
  101        1074    3.966242e+01     2.387e-04     1.384e-02     9.557e-01     6.622e-01  
  102        1088    3.958404e+01     2.840e-04     1.977e-02     1.308e+00     6.731e-01  
  103        1102    3.950973e+01     3.231e-04     1.977e-02     1.240e+00     6.834e-01  
  104        1116    3.943919e+01     3.569e-04     1.977e-02     1.177e+00     6.931e-01  
  105        1130    3.937215e+01     3.859e-04     1.977e-02     1.118e+00     7.024e-01  
  106        1144    3.930837e+01     4.107e-04     1.977e-02     1.064e+00     7.113e-01  
  107        1158    3.924763e+01     4.319e-04     1.977e-02     1.013e+00     7.197e-01  
  108        1172    3.918973e+01     4.497e-04     1.977e-02     9.659e-01     7.277e-01  
  109        1186    3.913449e+01     4.647e-04     1.977e-02     9.216e-01     7.354e-01  
  110        1200    3.908173e+01     4.771e-04     1.977e-02     8.801e-01     7.427e-01  
  111        1214    3.903131e+01     4.873e-04     1.977e-02     8.412e-01     7.497e-01  
  112        1227    3.896277e+01     5.253e-04     2.825e-02     1.144e+00     7.592e-01  
  113        1240    3.889836e+01     5.556e-04     2.825e-02     1.075e+00     7.681e-01  
  114        1253    3.883774e+01     5.793e-04     2.825e-02     1.011e+00     7.765e-01  
  115        1266    3.878061e+01     5.975e-04     2.825e-02     9.531e-01     7.844e-01  
  116        1279    3.872670e+01     6.109e-04     2.825e-02     8.995e-01     7.919e-01  
  117        1292    3.867577e+01     6.202e-04     2.825e-02     8.498e-01     7.990e-01  
  118        1305    3.862759e+01     6.262e-04     2.825e-02     8.039e-01     8.056e-01  
  119        1317    3.856277e+01     6.612e-04     4.035e-02     1.082e+00     8.146e-01  
 Iter  Func-count            Fval   Feasibility   Step Length       Norm of   First-order  
                                                                       step    optimality
  120        1329    3.850270e+01     6.849e-04     4.035e-02     1.002e+00     8.230e-01  
  121        1341    3.844693e+01     6.997e-04     4.035e-02     9.306e-01     8.307e-01  
  122        1353    3.839505e+01     7.071e-04     4.035e-02     8.656e-01     8.379e-01  
  123        1365    3.834671e+01     7.087e-04     4.035e-02     8.066e-01     8.446e-01  
  124        1376    3.828265e+01     7.423e-04     5.765e-02     1.069e+00     8.535e-01  
  125        1387    3.822448e+01     7.582e-04     5.765e-02     9.707e-01     8.615e-01  
  126        1398    3.817152e+01     7.611e-04     5.765e-02     8.839e-01     8.689e-01  
  127        1409    3.812317e+01     7.543e-04     5.765e-02     8.068e-01     8.747e-01  
  128        1419    3.806038e+01     7.787e-04     8.235e-02     1.048e+00     8.170e-01  
  129        1429    3.800493e+01     7.774e-04     8.235e-02     9.254e-01     7.615e-01  
  130        1439    3.795578e+01     7.593e-04     8.235e-02     8.203e-01     7.084e-01  
  131        1448    3.789375e+01     7.686e-04     1.176e-01     1.035e+00     6.362e-01  
  132        1457    3.784113e+01     7.417e-04     1.176e-01     8.784e-01     5.699e-01  
  133        1465    3.777747e+01     7.375e-04     1.681e-01     1.063e+00     4.832e-01  
  134        1472    3.770543e+01     7.494e-04     2.401e-01     1.203e+00     3.762e-01  
  135        1478    3.763133e+01     7.158e-04     3.430e-01     1.237e+00     2.547e-01  
  136        1482    3.753813e+01     7.106e-04     7.000e-01     1.556e+00     8.335e-02  
  137        1485    3.750001e+01     3.514e-05     1.000e+00     6.366e-01     1.685e-03  
  138        1487    3.750000e+01     5.107e-13     1.000e+00     1.466e-04     8.485e-06  
  139        1489    3.750000e+01     4.059e-13     1.000e+00     3.114e-13     4.405e-13  

<a href = "matlab: helpview('optim','local_min_found','CSHelpWindow');">Local minimum found that satisfies the constraints</a>.

Optimization completed because the objective function is non-decreasing in 
<a href = "matlab: helpview('optim','feasible_directions','CSHelpWindow');">feasible directions</a>, to within the value of the <a href = "matlab: helpview('optim','optimality_tolerance_msgcsh','CSHelpWindow');">optimality tolerance</a>,
and constraints are satisfied to within the value of the <a href = "matlab: helpview('optim','constraint_tolerance','CSHelpWindow');">constraint tolerance</a>.

<<a href = "matlab: createExitMsg({'optimlib:sqpLineSearch:Exit1basic'},{'optimlib:sqpLineSearch:Exit1detailed','4.404995e-13','1.000000e-07','1.352992e-15','1.000000e-07'},true,true);;">stopping criteria details</a>>

optimout = 

  <a href="matlab:helpPopup struct" style="font-weight:bold">struct</a> with fields:

        nlpx: [30×1 double]
        fval: 37.5000
    exitflag: 1
      output: [1×1 struct]
      lambda: [1×1 struct]
        grad: [30×1 double]
     hessian: [30×30 double]
           t: [9×1 double]
           u: [9×1 double]
           p: []


optimparam = 

  <a href="matlab:helpPopup struct" style="font-weight:bold">struct</a> with fields:

           optvar: 3
          objtype: []
            ncolx: 3
            ncolu: 1
               li: [3×1 double]
               tf: []
               ui: [0 0 0]
              par: []
              bdu: [-2 1]
              bdx: [2×2 double]
              bdp: []
           objfun: @dynobjfun
           confun: @dynconfun
          process: @dynprocess
          options: [1×1 struct]
       origobjfun: @objfun
       origconfun: @confun
      origprocess: @process
    gradt_process: @gradt_process
    gradx_process: @gradx_process
    gradu_process: @gradu_process
    gradp_process: @gradp_process
     gradt_objfun: @gradt_objfun
     gradx_objfun: @gradx_objfun
     gradu_objfun: @gradu_objfun
     gradp_objfun: @gradp_objfun
     gradt_confun: @gradt_confun
     gradx_confun: @gradx_confun
     gradu_confun: @gradu_confun
     gradp_confun: @gradp_confun
              bdt: [1.0000e-03 100.0000]
               ni: 3
               nu: 1
               nx: 2
               np: 0
              tau: [5×1 double]
              lfx: [5×4 double]
             dlfx: [5×4 double]
              lfu: [5×1 double]
                M: [2×2 double]
           dt_col: 3
           du_col: 3
           dx_col: 24
           dp_col: 0
        adoptions: [1×1 struct]

diary off
